"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19","species.19","n_alt","mean_alt","sd_alt","se_alt"
"659","Schizanthus integrifolius","6","107.5","29.21","11.92","Schizanthus integrifolius","6","125.17","6.91","2.82","Schizanthus integrifolius","6","64.17","3.71","1.51","Schizanthus integrifolius","6","2549.5","467.41","190.82","Schizanthus integrifolius","6","205.5","36.16","14.76","Schizanthus integrifolius","6","10.5","26.2","10.7","Schizanthus integrifolius","6","195","20.14","8.22","Schizanthus integrifolius","6","76.67","28.84","11.77","Schizanthus integrifolius","6","131","41.81","17.07","Schizanthus integrifolius","6","139.67","31.48","12.85","Schizanthus integrifolius","6","74.17","28.94","11.81","Schizanthus integrifolius","6","39.67","24.17","9.87","Schizanthus integrifolius","6","12","8.97","3.66","Schizanthus integrifolius","6","0","0","0","Schizanthus integrifolius","6","91.83","29.25","11.94","Schizanthus integrifolius","6","27.17","19.96","8.15","Schizanthus integrifolius","6","0.67","1.03","0.42","Schizanthus integrifolius","6","2.17","3.71","1.51","Schizanthus integrifolius","6","26.67","20.38","8.32","Schizanthus integrifolius","6","1936.33","1003.83","409.81"
"660","Lycium eenii","9","188.89","24","8","Lycium eenii","9","154.67","23.15","7.72","Lycium eenii","9","62.56","4.61","1.54","Lycium eenii","9","3215.44","878.9","292.97","Lycium eenii","9","301","30.2","10.07","Lycium eenii","9","53.11","37.19","12.4","Lycium eenii","9","247.89","48.16","16.05","Lycium eenii","9","219.89","21.32","7.11","Lycium eenii","9","143.78","29.46","9.82","Lycium eenii","9","224.33","22.28","7.43","Lycium eenii","9","143.78","29.46","9.82","Lycium eenii","9","231.33","121.44","40.48","Lycium eenii","9","60","27.33","9.11","Lycium eenii","9","0","0","0","Lycium eenii","9","115.89","12.16","4.05","Lycium eenii","9","162.33","77.69","25.9","Lycium eenii","9","1","1.12","0.37","Lycium eenii","9","116.11","46.63","15.54","Lycium eenii","9","1","1.12","0.37","Lycium eenii","9","1235.11","467.1","155.7"
"661","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Goetzea ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"662","Solanum hyporhodium","3","225.67","41.49","23.95","Solanum hyporhodium","3","95","9.64","5.57","Solanum hyporhodium","3","78.67","1.53","0.88","Solanum hyporhodium","3","713.67","66.34","38.3","Solanum hyporhodium","3","284.67","45","25.98","Solanum hyporhodium","3","164.67","45.96","26.54","Solanum hyporhodium","3","120","13.89","8.02","Solanum hyporhodium","3","228.33","39.72","22.93","Solanum hyporhodium","3","220","46.16","26.65","Solanum hyporhodium","3","232.33","41.4","23.9","Solanum hyporhodium","3","215.33","43.02","24.84","Solanum hyporhodium","3","1342","326.37","188.43","Solanum hyporhodium","3","185.33","49.52","28.59","Solanum hyporhodium","3","33.33","12.74","7.36","Solanum hyporhodium","3","45.33","4.04","2.33","Solanum hyporhodium","3","507.33","133.25","76.93","Solanum hyporhodium","3","127.33","38.21","22.06","Solanum hyporhodium","3","357.33","139.23","80.38","Solanum hyporhodium","3","228","81.87","47.27","Solanum hyporhodium","3","727.33","619.07","357.42"
"663","Lycium yunnanense","3","169.67","28.36","16.37","Lycium yunnanense","3","104.67","15.31","8.84","Lycium yunnanense","3","44.33","5.51","3.18","Lycium yunnanense","3","4494.67","476.06","274.85","Lycium yunnanense","3","267.67","27.97","16.15","Lycium yunnanense","3","35.67","36.35","20.99","Lycium yunnanense","3","232","8.54","4.93","Lycium yunnanense","3","219","28.84","16.65","Lycium yunnanense","3","105.67","27.79","16.04","Lycium yunnanense","3","219","28.84","16.65","Lycium yunnanense","3","105.67","27.79","16.04","Lycium yunnanense","3","1087","196.73","113.58","Lycium yunnanense","3","233","35.59","20.55","Lycium yunnanense","3","11.33","2.89","1.67","Lycium yunnanense","3","87.33","6.66","3.85","Lycium yunnanense","3","630.67","99.63","57.52","Lycium yunnanense","3","41","10.15","5.86","Lycium yunnanense","3","630.67","99.63","57.52","Lycium yunnanense","3","41","10.15","5.86","Lycium yunnanense","3","1587","623.72","360.1"
"664","Lycianthes peduncularis","6","181","31.99","13.06","Lycianthes peduncularis","6","155.5","11.59","4.73","Lycianthes peduncularis","6","68","2.76","1.13","Lycianthes peduncularis","6","1876.17","376.45","153.69","Lycianthes peduncularis","6","291.17","23.78","9.71","Lycianthes peduncularis","6","64.67","38.47","15.71","Lycianthes peduncularis","6","226.5","15.22","6.21","Lycianthes peduncularis","6","194.67","29.17","11.91","Lycianthes peduncularis","6","157","33.9","13.84","Lycianthes peduncularis","6","202.17","30.08","12.28","Lycianthes peduncularis","6","154.67","34.98","14.28","Lycianthes peduncularis","6","655.83","86.22","35.2","Lycianthes peduncularis","6","136.5","19.89","8.12","Lycianthes peduncularis","6","5.5","3.27","1.33","Lycianthes peduncularis","6","89.17","8.57","3.5","Lycianthes peduncularis","6","356.5","55.01","22.46","Lycianthes peduncularis","6","22.67","11.52","4.7","Lycianthes peduncularis","6","219.17","37.72","15.4","Lycianthes peduncularis","6","27.5","12.29","5.02","Lycianthes peduncularis","6","1846.17","645.78","263.64"
"665","Lycium decumbens","13","172.15","18.94","5.25","Lycium decumbens","13","113.23","21.26","5.9","Lycium decumbens","13","61","5.58","1.55","Lycium decumbens","13","2532.92","761.03","211.07","Lycium decumbens","13","263.08","25.59","7.1","Lycium decumbens","13","77.92","26.01","7.21","Lycium decumbens","13","185.15","37.82","10.49","Lycium decumbens","13","163.08","41.9","11.62","Lycium decumbens","13","181.69","25.84","7.17","Lycium decumbens","13","202.69","18.54","5.14","Lycium decumbens","13","138.38","22.35","6.2","Lycium decumbens","13","139","142.01","39.39","Lycium decumbens","13","25.46","22.57","6.26","Lycium decumbens","13","2.62","4.11","1.14","Lycium decumbens","13","69.31","24.48","6.79","Lycium decumbens","13","68.92","66.6","18.47","Lycium decumbens","13","10.62","15.87","4.4","Lycium decumbens","13","30.92","45.5","12.62","Lycium decumbens","13","48.54","64.07","17.77","Lycium decumbens","13","346.08","393.22","109.06"
"666","Lycium tetrandrum","8","170.38","12.66","4.48","Lycium tetrandrum","8","114.5","24.17","8.55","Lycium tetrandrum","8","60.88","6.77","2.39","Lycium tetrandrum","8","2630.5","937.5","331.46","Lycium tetrandrum","8","262.25","28.49","10.07","Lycium tetrandrum","8","73.62","24.5","8.66","Lycium tetrandrum","8","188.62","45.27","16.01","Lycium tetrandrum","8","165.62","28.12","9.94","Lycium tetrandrum","8","182.25","29.53","10.44","Lycium tetrandrum","8","202.38","16.44","5.81","Lycium tetrandrum","8","135.38","17.71","6.26","Lycium tetrandrum","8","123.25","123.97","43.83","Lycium tetrandrum","8","20","19.02","6.72","Lycium tetrandrum","8","3.88","5.72","2.02","Lycium tetrandrum","8","57.88","26.67","9.43","Lycium tetrandrum","8","53.38","54.68","19.33","Lycium tetrandrum","8","14.25","18.81","6.65","Lycium tetrandrum","8","18.88","16.05","5.67","Lycium tetrandrum","8","46.12","56.12","19.84","Lycium tetrandrum","8","265.88","263.81","93.27"
"667","Solanum rigescentoides","6","200.33","17.43","7.12","Solanum rigescentoides","6","153.5","23.79","9.71","Solanum rigescentoides","6","65.83","4.71","1.92","Solanum rigescentoides","6","2671.17","500.7","204.41","Solanum rigescentoides","6","305.67","31","12.66","Solanum rigescentoides","6","73","17.71","7.23","Solanum rigescentoides","6","232.67","41.45","16.92","Solanum rigescentoides","6","224.17","16.17","6.6","Solanum rigescentoides","6","162.17","13.78","5.63","Solanum rigescentoides","6","228","20.47","8.36","Solanum rigescentoides","6","161","13.78","5.63","Solanum rigescentoides","6","257","140.33","57.29","Solanum rigescentoides","6","70.33","31.89","13.02","Solanum rigescentoides","6","0","0","0","Solanum rigescentoides","6","117.67","8.62","3.52","Solanum rigescentoides","6","186.5","95.03","38.8","Solanum rigescentoides","6","1.17","0.98","0.4","Solanum rigescentoides","6","113.67","35.74","14.59","Solanum rigescentoides","6","1.5","1.22","0.5","Solanum rigescentoides","6","1137.5","352.6","143.95"
"668","Solanum kwebense","6","211.5","8.46","3.45","Solanum kwebense","6","154","12.85","5.25","Solanum kwebense","6","57.83","3.87","1.58","Solanum kwebense","6","3782.67","607.08","247.84","Solanum kwebense","6","322.83","7.7","3.14","Solanum kwebense","6","58.17","15.43","6.3","Solanum kwebense","6","264.67","21.3","8.7","Solanum kwebense","6","247","17.79","7.26","Solanum kwebense","6","157","7.67","3.13","Solanum kwebense","6","250","13.45","5.49","Solanum kwebense","6","156.5","8.02","3.27","Solanum kwebense","6","427.83","82.29","33.59","Solanum kwebense","6","94.83","23.06","9.41","Solanum kwebense","6","1.17","0.98","0.4","Solanum kwebense","6","94.83","14.16","5.78","Solanum kwebense","6","257.67","65.25","26.64","Solanum kwebense","6","5.83","3.87","1.58","Solanum kwebense","6","195.5","49.77","20.32","Solanum kwebense","6","8.5","5.32","2.17","Solanum kwebense","6","971.33","401.94","164.09"
"669","Lycium villosum","8","189.12","20.93","7.4","Lycium villosum","8","162.88","30.66","10.84","Lycium villosum","8","55.5","4.54","1.61","Lycium villosum","8","4721.62","1379.64","487.78","Lycium villosum","8","323.12","48.77","17.24","Lycium villosum","8","27.25","26.45","9.35","Lycium villosum","8","295.88","69.02","24.4","Lycium villosum","8","234.25","43.22","15.28","Lycium villosum","8","131.5","20.29","7.17","Lycium villosum","8","244","34.69","12.26","Lycium villosum","8","124.25","12.99","4.59","Lycium villosum","8","203","76.96","27.21","Lycium villosum","8","46.25","16.87","5.96","Lycium villosum","8","0.75","0.71","0.25","Lycium villosum","8","87.12","19.39","6.86","Lycium villosum","8","121.88","49.16","17.38","Lycium villosum","8","4.5","2.14","0.76","Lycium villosum","8","93.75","46.58","16.47","Lycium villosum","8","7","7.5","2.65","Lycium villosum","8","961.5","426.22","150.69"
"670","Solanum pinnatisectum","5","177.8","13.33","5.96","Solanum pinnatisectum","5","157.4","7.83","3.5","Solanum pinnatisectum","5","63.8","1.3","0.58","Solanum pinnatisectum","5","2376.6","221.64","99.12","Solanum pinnatisectum","5","297.4","14.71","6.58","Solanum pinnatisectum","5","52.6","13.11","5.86","Solanum pinnatisectum","5","244.8","11.56","5.17","Solanum pinnatisectum","5","194.8","15.16","6.78","Solanum pinnatisectum","5","166.2","19.23","8.6","Solanum pinnatisectum","5","205","13.73","6.14","Solanum pinnatisectum","5","144","13.06","5.84","Solanum pinnatisectum","5","680.4","120.63","53.95","Solanum pinnatisectum","5","156.8","45.84","20.5","Solanum pinnatisectum","5","7","2.35","1.05","Solanum pinnatisectum","5","96.6","10.24","4.58","Solanum pinnatisectum","5","418.8","102.7","45.93","Solanum pinnatisectum","5","27","7.97","3.56","Solanum pinnatisectum","5","232.6","74.55","33.34","Solanum pinnatisectum","5","33.4","6.07","2.71","Solanum pinnatisectum","5","1952.8","319.45","142.86"
"671","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata sagastegui","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"672","Nolana lycioides","3","188.33","9.07","5.24","Nolana lycioides","3","89.33","20.5","11.84","Nolana lycioides","3","58.33","5.51","3.18","Nolana lycioides","3","2126.67","272.09","157.09","Nolana lycioides","3","268","2.65","1.53","Nolana lycioides","3","117","23.3","13.45","Nolana lycioides","3","151","25.71","14.84","Nolana lycioides","3","179.33","33.29","19.22","Nolana lycioides","3","197.33","10.02","5.79","Nolana lycioides","3","216","7","4.04","Nolana lycioides","3","161.33","10.79","6.23","Nolana lycioides","3","7","6","3.46","Nolana lycioides","3","2","1","0.58","Nolana lycioides","3","0","0","0","Nolana lycioides","3","52","24","13.86","Nolana lycioides","3","4.33","3.06","1.77","Nolana lycioides","3","0.33","0.58","0.33","Nolana lycioides","3","1.33","0.58","0.33","Nolana lycioides","3","3.33","3.06","1.77","Nolana lycioides","3","412.67","282.07","162.85"
"673","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana scaposa","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"674","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chapiensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"675","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana chancoana","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"676","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana arequipensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"677","Iochroma cyaneum","9","166.33","41.79","13.93","Iochroma cyaneum","9","107.89","23.51","7.84","Iochroma cyaneum","9","64.78","19.4","6.47","Iochroma cyaneum","9","2153.56","1570.9","523.63","Iochroma cyaneum","9","254.44","47.93","15.98","Iochroma cyaneum","9","80.89","41.82","13.94","Iochroma cyaneum","9","173.56","44.83","14.94","Iochroma cyaneum","9","152.22","65.34","21.78","Iochroma cyaneum","9","177.22","31.67","10.56","Iochroma cyaneum","9","193.33","43.29","14.43","Iochroma cyaneum","9","138.11","48.68","16.23","Iochroma cyaneum","9","1113.56","482.95","160.98","Iochroma cyaneum","9","175","84.52","28.17","Iochroma cyaneum","9","33","26.69","8.9","Iochroma cyaneum","9","54.22","28.79","9.6","Iochroma cyaneum","9","482","248.84","82.95","Iochroma cyaneum","9","120.33","96.41","32.14","Iochroma cyaneum","9","247.67","166.63","55.54","Iochroma cyaneum","9","282.78","220.34","73.45","Iochroma cyaneum","9","909.44","1071.9","357.3"
"678","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Nolana flaccida","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"679","Nolana elegans","3","168.67","15.04","8.68","Nolana elegans","3","101","10.58","6.11","Nolana elegans","3","57","3.46","2","Nolana elegans","3","2508.67","226.39","130.71","Nolana elegans","3","256.67","13.05","7.53","Nolana elegans","3","81","16.37","9.45","Nolana elegans","3","175.67","8.02","4.63","Nolana elegans","3","137.67","17.21","9.94","Nolana elegans","3","200","13.53","7.81","Nolana elegans","3","200.33","13.05","7.53","Nolana elegans","3","135.67","16.26","9.39","Nolana elegans","3","18.67","9.61","5.55","Nolana elegans","3","6.67","4.73","2.73","Nolana elegans","3","0","0","0","Nolana elegans","3","106.67","16.5","9.53","Nolana elegans","3","15","9.17","5.29","Nolana elegans","3","0","0","0","Nolana elegans","3","0","0","0","Nolana elegans","3","15","9.17","5.29","Nolana elegans","3","533","209.28","120.83"
"680","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Jaltomata bernardelloana","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
