"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"267","Docynia indica","19","15.431579","4.039397","0.926701","0.838725","Docynia indica","19","1153.789474","336.29907","77.152298","7482.561383","Docynia indica","19","1274","175.909067","40.356308","2409.811408","Docynia indica","19","9061.947368","2982.719368","684.282753","1502754.710665"
"268","Crataegus pinnatifida","91","7.814286","4.6291","0.485262","0.175118","Crataegus pinnatifida","91","800.142857","313.723182","32.887125","1562.293036","Crataegus pinnatifida","91","1152.373626","213.338836","22.363987","503.147437","Crataegus pinnatifida","91","7263.285714","3933.541956","412.347239","313761.972556"
"269","Cotoneaster obscurus","25","10.94","4.633573","0.926715","0.637431","Cotoneaster obscurus","25","905.48","231.609067","46.321813","5686.746651","Cotoneaster obscurus","25","1150.48","166.867992","33.373598","1831.45667","Cotoneaster obscurus","25","7728.36","2685.184691","537.036938","1142093.580106"
"270","Cotoneaster dielsianus","53","7.05283","1.267129","0.174054","0.300675","Cotoneaster dielsianus","53","969.528302","532.726536","73.175617","2682.427666","Cotoneaster dielsianus","48","741.4375","43.393257","6.263277","953.883682","Cotoneaster dielsianus","48","13386.770833","8251.345882","1190.979192","594840.406305"
"271","Cotoneaster buxifolius","31","12.516129","4.348647","0.78104","0.514057","Cotoneaster buxifolius","31","952.064516","168.261886","30.220727","4586.086009","Cotoneaster buxifolius","31","1199.612903","120.56414","21.653959","1476.981186","Cotoneaster buxifolius","31","7915.032258","2228.69022","400.28458","921043.209763"
"272","Chaenomeles speciosa","118","13.511864","3.507408","0.322883","0.135049","Chaenomeles speciosa","118","1111.347458","392.74581","36.155182","1204.819206","Chaenomeles speciosa","116","1262.75","244.994938","22.747209","394.710489","Chaenomeles speciosa","116","9224.258621","3775.594408","350.55514","246140.857781"
"273","Rubus innominatus","50","16.892","2.323688","0.328619","0.318715","Rubus innominatus","50","1362.54","262.114106","37.068532","2843.373326","Rubus innominatus","50","1191.14","97.140968","13.737807","915.728335","Rubus innominatus","50","11569.86","1770.712482","250.416561","571046.790053"
"274","Spiraea trilobata","84","8.935714","4.588531","0.50065","0.189712","Spiraea trilobata","84","674.821429","279.946387","30.544655","1692.484122","Spiraea trilobata","83","1183.240964","286.890843","31.490361","551.643575","Spiraea trilobata","83","6162","2938.836185","322.579179","344004.090393"
"275","Spiraea rosthornii","44","10.152273","4.270313","0.643774","0.362177","Spiraea rosthornii","44","836.909091","272.819202","41.129042","3231.106052","Spiraea rosthornii","44","1099.159091","176.296651","26.57772","1040.600381","Spiraea rosthornii","44","7472.727273","2934.338754","442.368212","648916.806878"
"276","Rubus tephrodes","35","16.96","2.381818","0.402601","0.455308","Rubus tephrodes","35","1453.342857","294.394587","49.761768","4061.961894","Rubus tephrodes","35","1186.428571","150.571126","25.451166","1308.183336","Rubus tephrodes","35","12590.142857","3908.759779","660.700992","815781.128647"
"277","Rubus rufus","25","16.152","2.043306","0.408661","0.637431","Rubus rufus","25","1277.64","254.648431","50.929686","5686.746651","Rubus rufus","25","1155.8","105.570671","21.114134","1831.45667","Rubus rufus","25","11205.4","2873.827094","574.765419","1142093.580106"
"278","Rubus ichangensis","31","15.077419","1.750754","0.314445","0.514057","Rubus ichangensis","31","1195.709677","215.472534","38.70001","4586.086009","Rubus ichangensis","31","1105.903226","86.392652","15.516578","1476.981186","Rubus ichangensis","31","10840.483871","1937.516191","347.988181","921043.209763"
"279","Rubus amabilis","22","9.309091","4.574766","0.975343","0.724353","Rubus amabilis","22","940.181818","316.454711","67.468371","6462.212104","Rubus amabilis","22","999.590909","176.748047","37.68281","2081.200762","Rubus amabilis","22","8897.363636","3168.861198","675.603477","1297833.613756"
"280","Rosa sericea","57","10.098246","5.485191","0.726531","0.279575","Rosa sericea","57","899.947368","375.219337","49.699015","2494.187128","Rosa sericea","57","1188.561404","161.115976","21.340332","803.270469","Rosa sericea","57","7500.701754","3029.131187","401.218227","500918.236888"
"281","Rosa roxburghii","60","15.381667","2.623524","0.338695","0.265596","Rosa roxburghii","60","1170.3","270.191978","34.881634","2369.477771","Rosa roxburghii","60","1140.683333","126.837477","16.374648","763.106946","Rosa roxburghii","60","10217.416667","2312.705703","298.569022","475872.325044"
"282","Pyrus neoserrulata","55","16.416364","3.744861","0.504957","0.289741","Pyrus neoserrulata","55","1283.6","417.930687","56.353762","2584.884841","Pyrus neoserrulata","55","1242.781818","117.673857","15.86714","832.480305","Pyrus neoserrulata","55","10349.654545","3136.475046","422.922209","519133.445503"
"283","Potentilla discolor","107","14.504673","4.158655","0.402032","0.148932","Potentilla discolor","107","1096.700935","459.740785","44.444819","1328.679124","Potentilla discolor","107","1260.308411","133.907488","12.945325","427.910437","Potentilla discolor","107","9086.504673","4200.812752","406.107897","266844.294417"
"284","Eriobotrya seguinii","1","16.4",NA,NA,"15.935771","Eriobotrya seguinii","1","1351",NA,NA,"142168.666279","Eriobotrya seguinii","1","1167",NA,NA,"45786.41676","Eriobotrya seguinii","1","11200",NA,NA,"28552339.502639"
"285","Cotoneaster moupinensis","52","10.688462","4.035852","0.559672","0.306457","Cotoneaster moupinensis","52","943.788462","242.382483","33.612403","2734.012813","Cotoneaster moupinensis","50","991.52","189.712913","26.829457","915.728335","Cotoneaster moupinensis","50","9790.98","3253.267102","460.081446","571046.790053"
"286","Cotoneaster foveolatus","45","11.44","4.27314","0.637002","0.354128","Cotoneaster foveolatus","45","938.2","225.550498","33.623083","3159.303695","Cotoneaster foveolatus","45","1109.933333","169.75576","25.305695","1017.475928","Cotoneaster foveolatus","45","8635.666667","3181.081563","474.207641","634496.433392"
"287","Cotoneaster hebephyllus","29","6.889655","4.032842","0.74888","0.549509","Cotoneaster hebephyllus","29","737.517241","169.753102","31.52236","4902.367803","Cotoneaster hebephyllus","29","1112.965517","189.95328","35.273439","1578.841957","Cotoneaster hebephyllus","29","6662.068966","2064.378304","383.345427","984563.431125"
"288","Rubus caudifolius","5","16.24","0.901665","0.403237","3.187154","Rubus caudifolius","5","1338.6","180.747891","80.832914","28433.733256","Rubus caudifolius","5","1105.2","33.237028","14.864051","9157.283352","Rubus caudifolius","5","12438.8","2203.151538","985.279321","5710467.900528"
"289","Spiraea chinensis","101","15.217822","3.532036","0.351451","0.15778","Spiraea chinensis","101","1402.940594","462.487272","46.019204","1407.610557","Spiraea chinensis","101","1201.356436","117.477877","11.689486","453.330859","Spiraea chinensis","101","11677.207921","4195.148697","417.432897","282696.430719"
"290","Sorbus vilmorinii","14","9.314286","4.029097","1.076821","1.138269","Sorbus vilmorinii","14","994.142857","209.441696","55.975648","10154.904734","Sorbus vilmorinii","14","1105.071429","169.256957","45.235825","3270.45834","Sorbus vilmorinii","14","8603.214286","2453.832205","655.814243","2039452.821617"
"291","Rubus hunanensis","21","16.77619","1.567452","0.342046","0.758846","Rubus hunanensis","21","1491.428571","170.00458","37.098041","6769.936489","Rubus hunanensis","21","1188.238095","97.394509","21.253224","2180.30556","Rubus hunanensis","21","12406.47619","1357.540041","296.239524","1359635.214411"
"292","Rubus chingii","21","16.904762","1.347025","0.293945","0.758846","Rubus chingii","21","1501.52381","255.449725","55.7437","6769.936489","Rubus chingii","21","1246.190476","86.964141","18.977131","2180.30556","Rubus chingii","21","12123.285714","2078.997262","453.674396","1359635.214411"
"293","Rosa longicuspis","45","14.68","3.716095","0.553963","0.354128","Rosa longicuspis","45","1108.244444","249.767815","37.233188","3159.303695","Rosa longicuspis","45","1218.622222","167.285044","24.937382","1017.475928","Rosa longicuspis","45","8850.288889","2389.779513","356.247296","634496.433392"
"294","Photinia raupingensis","5","20.6","0.982344","0.439318","3.187154","Photinia raupingensis","5","1731.2","224.885971","100.572064","28433.733256","Photinia raupingensis","5","1314.4","33.612498","15.031966","9157.283352","Photinia raupingensis","5","12715","1394.604783","623.686219","5710467.900528"
"295","Fragaria nilgerrensis","63","14.571429","3.70137","0.466329","0.252949","Fragaria nilgerrensis","63","1113.873016","220.445626","27.773538","2256.645496","Fragaria nilgerrensis","63","1186.349206","140.13371","17.655188","726.76852","Fragaria nilgerrensis","63","9268.650794","2391.758438","301.333239","453211.738137"
"296","Photinia schneideriana","47","17.121277","2.096263","0.305771","0.339059","Photinia schneideriana","47","1438.510638","260.233497","37.958957","3024.86524","Photinia schneideriana","47","1198.765957","99.477158","14.510235","974.17908","Photinia schneideriana","47","11836.595745","1420.88213","207.25696","607496.585163"
"297","Neillia thibetica","8","14.4","2.564594","0.906721","1.991971","Neillia thibetica","8","944.75","83.968957","29.687509","17771.083285","Neillia thibetica","8","1132.625","140.63523","49.722062","5723.302095","Neillia thibetica","8","8748.5","1703.239686","602.186166","3569042.43783"
"298","Crataegus kansuensis","45","8.937778","3.477936","0.51846","0.354128","Crataegus kansuensis","45","607.088889","183.396964","27.339205","3159.303695","Crataegus kansuensis","45","1230.266667","167.357864","24.948237","1017.475928","Crataegus kansuensis","45","4940.733333","1863.962353","277.863102","634496.433392"
"299","Cotoneaster adpressus","79","8.248101","6.049473","0.680619","0.201719","Cotoneaster adpressus","79","794.658228","333.160964","37.483537","1799.603371","Cotoneaster adpressus","79","1112.873418","168.609499","18.970051","579.574896","Cotoneaster adpressus","79","7267.531646","3072.902327","345.728523","361422.019021"
"300","Spiraea trichocarpa","16","8.20625","2.520706","0.630177","0.995986","Spiraea trichocarpa","16","1193.3125","339.395093","84.848773","8885.541642","Spiraea trichocarpa","16","1056.8125","133.691296","33.422824","2861.651047","Spiraea trichocarpa","16","11188.3125","4240.1854","1060.04635","1784521.218915"
"301","Spiraea longigemmis","13","10.646154","5.178741","1.436324","1.225829","Spiraea longigemmis","13","907.923077","219.384161","60.846219","10936.051252","Spiraea longigemmis","13","1104.538462","230.503657","63.930212","3522.032058","Spiraea longigemmis","13","8357.230769","3082.206303","854.850221","2196333.807895"
"302","Rubus tsangii","13","17.8","1.842553","0.511032","1.225829","Rubus tsangii","13","1377.153846","285.901453","79.294796","10936.051252","Rubus tsangii","13","1232","148.486812","41.182832","3522.032058","Rubus tsangii","13","11215.384615","2290.153035","635.174169","2196333.807895"
"303","Prunus henryi","3","14.866667","0.635085","0.366666","5.311924","Prunus henryi","3","1406.666667","178.093608","102.822393","47389.555426","Prunus henryi","3","1292.666667","52.204725","30.140412","15262.13892","Prunus henryi","3","10871.333333","2079.504829","1200.602673","9517446.50088"
"304","Eriobotrya fragrans","14","19.778571","2.630057","0.702912","1.138269","Eriobotrya fragrans","14","1691.928571","246.441587","65.864285","10154.904734","Eriobotrya fragrans","14","1293.571429","109.898355","29.371571","3270.45834","Eriobotrya fragrans","14","13101.714286","2235.180476","597.37711","2039452.821617"
"305","Photinia villosa","52","14.45","3.22104","0.446678","0.306457","Photinia villosa","52","1398.057692","322.595261","44.735914","2734.012813","Photinia villosa","50","1181","118.956861","16.823041","915.728335","Photinia villosa","50","12277.54","3423.706133","484.185165","571046.790053"
"306","Rosa sertata","52","11.848077","4.574546","0.634375","0.306457","Rosa sertata","52","880.115385","298.831558","41.440481","2734.012813","Rosa sertata","52","1147.115385","233.458369","32.374851","880.508015","Rosa sertata","52","8747.884615","7989.683259","1107.969718","549083.451974"
"307","Exochorda serratifolia","16","8.9875","2.882331","0.720583","0.995986","Exochorda serratifolia","16","869","294.319554","73.579888","8885.541642","Exochorda serratifolia","16","1173","176.427889","44.106972","2861.651047","Exochorda serratifolia","16","7710.1875","3262.861407","815.715352","1784521.218915"
"308","Eriobotrya deflexa","14","20.95","2.340201","0.625445","1.138269","Eriobotrya deflexa","14","2129.071429","853.085753","227.996758","10154.904734","Eriobotrya deflexa","14","1367.357143","161.688974","43.213196","3270.45834","Eriobotrya deflexa","14","15104.5","5512.008161","1473.146147","2039452.821617"
"309","Crataegus wilsonii","32","11.771875","3.364351","0.594739","0.497993","Crataegus wilsonii","32","831.65625","261.839597","46.287139","4442.770821","Crataegus wilsonii","32","1187.75","129.722035","22.931833","1430.825524","Crataegus wilsonii","32","7098.5625","2351.213838","415.639812","892260.609457"
"310","Pyrus sinkiangensis","8","10.3125","3.565084","1.260448","1.991971","Pyrus sinkiangensis","8","395.125","293.724087","103.847147","17771.083285","Pyrus sinkiangensis","8","1398.875","349.602402","123.603115","5723.302095","Pyrus sinkiangensis","8","3325.875","2607.403385","921.856307","3569042.43783"
"311","Malus baccata","7","3.857143","4.821085","1.822199","2.276539","Malus baccata","7","683.714286","213.447663","80.675633","20309.809468","Malus baccata","7","1073.142857","187.25689","70.776452","6540.91668","Malus baccata","7","6369.285714","1916.358501","724.315431","4078905.643234"
"312","Crataegus hupehensis","27","13.496296","2.733761","0.526113","0.590214","Crataegus hupehensis","27","848.62963","322.998946","62.161176","5265.506158","Crataegus hupehensis","27","1273.666667","124.016748","23.867034","1695.793213","Crataegus hupehensis","27","7028.296296","2692.823208","518.234068","1057494.055653"
