"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"630","Solanum lidii","2","5.67417","0.006798","0.004807","8.8e-05","Solanum lidii","2","4.921763","0.993138","0.702255","0.115334","Solanum lidii","2","7.562023","0.023523","0.016633","0.019053","Solanum lidii","2","6.535632","1.033079","0.730497","0.166753"
"631","Solanum fructo-tecto","7","5.671296","0.009262","0.003501","2.5e-05","Solanum fructo-tecto","7","6.673944","0.43895","0.165908","0.032953","Solanum fructo-tecto","7","7.455205","0.136927","0.051754","0.005444","Solanum fructo-tecto","7","8.347684","0.43286","0.163606","0.047644"
"632","Jaltomata contumacensis","1","5.661744",NA,NA,"0.000176","Jaltomata contumacensis","1","6.383507",NA,NA,"0.230668","Jaltomata contumacensis","1","7.316548",NA,NA,"0.038107","Jaltomata contumacensis","1","8.160518",NA,NA,"0.333506"
"633","Lycium amoenum","7","5.668374","0.002864","0.001082","2.5e-05","Lycium amoenum","7","4.838163","0.665279","0.251452","0.032953","Lycium amoenum","7","7.67877","0.08895","0.03362","0.005444","Lycium amoenum","7","6.309614","0.75075","0.283757","0.047644"
"634","Lycium pumilum","15","5.672421","0.006469","0.00167","1.2e-05","Lycium pumilum","15","5.422255","0.488303","0.126079","0.015378","Lycium pumilum","15","7.741974","0.162061","0.041844","0.00254","Lycium pumilum","15","6.89994","0.637284","0.164546","0.022234"
"635","Lycium schizocalyx","24","5.673567","0.00938","0.001915","7e-06","Lycium schizocalyx","24","5.700109","0.709538","0.144834","0.009611","Lycium schizocalyx","24","7.689043","0.128635","0.026258","0.001588","Lycium schizocalyx","24","7.208242","0.784786","0.160194","0.013896"
"636","Lycium arenicola","15","5.664192","0.010579","0.002731","1.2e-05","Lycium arenicola","15","6.322961","0.250731","0.064738","0.015378","Lycium arenicola","15","7.577103","0.134417","0.034706","0.00254","Lycium arenicola","15","7.931913","0.346325","0.089421","0.022234"
"637","Solanum mahoriense","1","5.695246",NA,NA,"0.000176","Solanum mahoriense","1","7.293698",NA,NA,"0.230668","Solanum mahoriense","1","7.658228",NA,NA,"0.038107","Solanum mahoriense","1","8.829812",NA,NA,"0.333506"
"638","Solanum violaceimarmoratum","3","5.652417","0.006426","0.00371","5.9e-05","Solanum violaceimarmoratum","3","6.706236","0.107523","0.062078","0.076889","Solanum violaceimarmoratum","3","7.287282","0.039144","0.0226","0.012702","Solanum violaceimarmoratum","3","8.673479","0.08579","0.049531","0.111169"
"639","Nolana rostrata","2","5.663129","0.004419","0.003125","8.8e-05","Nolana rostrata","2","3.545038","0.203422","0.143841","0.115334","Nolana rostrata","2","7.403046","0.130809","0.092496","0.019053","Nolana rostrata","2","4.60457","1.160193","0.82038","0.166753"
"640","Cestrum macrophyllum","8","5.689328","0.011755","0.004156","2.2e-05","Cestrum macrophyllum","8","7.437777","0.291429","0.103036","0.028834","Cestrum macrophyllum","8","7.451759","0.069025","0.024404","0.004763","Cestrum macrophyllum","8","9.13498","0.242906","0.08588","0.041688"
"641","Schizanthus lacteus","2","5.669881","0.000731","0.000517","8.8e-05","Schizanthus lacteus","2","2.124248","0.252207","0.178337","0.115334","Schizanthus lacteus","2","7.595843","0.078846","0.055753","0.019053","Schizanthus lacteus","2","3.803939","0.235258","0.166353","0.166753"
"642","Lycianthes rzedowskii","2","5.669967","0.018529","0.013102","8.8e-05","Lycianthes rzedowskii","2","7.149413","0.099319","0.070229","0.115334","Lycianthes rzedowskii","2","7.453316","0.066769","0.047213","0.019053","Lycianthes rzedowskii","2","8.759578","0.056474","0.039933","0.166753"
"643","Solanum hjertingii","7","5.660305","0.010627","0.004017","2.5e-05","Solanum hjertingii","7","6.288906","0.33013","0.124777","0.032953","Solanum hjertingii","7","7.577317","0.058731","0.022198","0.005444","Solanum hjertingii","7","7.83123","0.275552","0.104149","0.047644"
"644","Lycianthes denticulata","6","5.6953","0.011893","0.004855","2.9e-05","Lycianthes denticulata","6","7.821485","0.233207","0.095206","0.038445","Lycianthes denticulata","6","7.262744","0.154478","0.063065","0.006351","Lycianthes denticulata","6","9.797845","0.158801","0.06483","0.055584"
"645","Solanum pancheri","1","5.690528",NA,NA,"0.000176","Solanum pancheri","1","6.82546",NA,NA,"0.230668","Solanum pancheri","1","7.506592",NA,NA,"0.038107","Solanum pancheri","1","8.880307",NA,NA,"0.333506"
"646","Cestrum violaceum","1","5.674525",NA,NA,"0.000176","Cestrum violaceum","1","7.432484",NA,NA,"0.230668","Cestrum violaceum","1","7.261927",NA,NA,"0.038107","Cestrum violaceum","1","9.277906",NA,NA,"0.333506"
"647","Solanum raphanifolium","1","5.641375",NA,NA,"0.000176","Solanum raphanifolium","1","6.54535",NA,NA,"0.230668","Solanum raphanifolium","1","7.177019",NA,NA,"0.038107","Solanum raphanifolium","1","8.569406",NA,NA,"0.333506"
"648","Nicotiana stocktonii","1","5.695582",NA,NA,"0.000176","Nicotiana stocktonii","1","5.680173",NA,NA,"0.230668","Nicotiana stocktonii","0","NaN",NA,NA,"Inf","Nicotiana stocktonii","0","NaN",NA,NA,"Inf"
"649","Solanum hougasii","2","5.659066","0.016514","0.011677","8.8e-05","Solanum hougasii","2","7.14607","0.035098","0.024818","0.115334","Solanum hougasii","2","7.35275","0.006797","0.004806","0.019053","Solanum hougasii","2","9.044362","0.134529","0.095126","0.166753"
"650","Solanum felinum","2","5.679819","0.007001","0.00495","8.8e-05","Solanum felinum","2","7.115803","0.094114","0.066549","0.115334","Solanum felinum","2","7.3113","0.070817","0.050075","0.019053","Solanum felinum","2","8.826311","0.129072","0.091268","0.166753"
"651","Lycium shockleyi","5","5.655577","0.008597","0.003845","3.5e-05","Lycium shockleyi","5","4.963058","0.194764","0.087101","0.046134","Lycium shockleyi","5","7.74004","0.122238","0.054666","0.007621","Lycium shockleyi","5","6.436419","0.166102","0.074283","0.066701"
"652","Solanum fallax","5","5.68968","0.009629","0.004306","3.5e-05","Solanum fallax","5","6.823421","0.866038","0.387304","0.046134","Solanum fallax","5","7.117463","0.058702","0.026252","0.007621","Solanum fallax","5","8.971505","0.749243","0.335072","0.066701"
"653","Physalis angustifolia","9","5.687725","0.007024","0.002341","2e-05","Physalis angustifolia","9","7.171412","0.112475","0.037492","0.02563","Physalis angustifolia","7","7.46492","0.069355","0.026214","0.005444","Physalis angustifolia","7","8.943053","0.179149","0.067712","0.047644"
"654","Solanum agrimonifolium","5","5.677204","0.018158","0.008121","3.5e-05","Solanum agrimonifolium","5","7.589123","0.554847","0.248135","0.046134","Solanum agrimonifolium","5","7.374631","0.082546","0.036916","0.007621","Solanum agrimonifolium","5","9.389428","0.46803","0.209309","0.066701"
"655","Lycium puberulum","12","5.675805","0.003726","0.001076","1.5e-05","Lycium puberulum","12","5.732047","0.05805","0.016758","0.019222","Lycium puberulum","12","7.715849","0.053502","0.015445","0.003176","Lycium puberulum","12","7.254757","0.124761","0.036015","0.027792"
"656","Solanum mapiriense","1","5.687822",NA,NA,"0.000176","Solanum mapiriense","1","7.249215",NA,NA,"0.230668","Solanum mapiriense","1","7.327123",NA,NA,"0.038107","Solanum mapiriense","1","9.164925",NA,NA,"0.333506"
"657","Solanum davisense","2","5.662092","0","0","8.8e-05","Solanum davisense","2","5.924081","0.026472","0.018719","0.115334","Solanum davisense","2","7.730316","0.017706","0.01252","0.019053","Solanum davisense","2","7.648409","0.019217","0.013588","0.166753"
"658","Nicotiana solanifolia","4","5.668757","0.002737","0.001368","4.4e-05","Nicotiana solanifolia","4","3.367719","0.947872","0.473936","0.057667","Nicotiana solanifolia","4","7.43063","0.163417","0.081708","0.009527","Nicotiana solanifolia","4","5.114196","0.946851","0.473426","0.083376"
"659","Jaltomata lojae","1","5.667983",NA,NA,"0.000176","Jaltomata lojae","1","7.141245",NA,NA,"0.230668","Jaltomata lojae","1","7.249926",NA,NA,"0.038107","Jaltomata lojae","1","8.843182",NA,NA,"0.333506"
"660","Hyoscyamus turcomanicus","2","5.655981","0.006676","0.004721","8.8e-05","Hyoscyamus turcomanicus","2","5.51303","0.039928","0.028233","0.115334","Hyoscyamus turcomanicus","2","7.51873","0.106987","0.075651","0.019053","Hyoscyamus turcomanicus","2","7.326661","0.175362","0.124","0.166753"
"661","Schizanthus integrifolius","6","5.649037","0.011476","0.004685","2.9e-05","Schizanthus integrifolius","6","3.46766","0.969261","0.395699","0.038445","Schizanthus integrifolius","6","7.543999","0.155804","0.063607","0.006351","Schizanthus integrifolius","5","5.295057","0.588629","0.263243","0.055584"
"662","Lycium eenii","9","5.676933","0.008284","0.002761","2e-05","Lycium eenii","9","5.253838","0.718465","0.239488","0.02563","Lycium eenii","9","7.773213","0.066495","0.022165","0.004234","Lycium eenii","9","6.707189","0.68125","0.227083","0.037056"
"663","Solanum hyporhodium","3","5.689336","0.014056","0.008115","5.9e-05","Solanum hyporhodium","3","7.181874","0.246222","0.142156","0.076889","Solanum hyporhodium","3","7.393361","0.128092","0.073954","0.012702","Solanum hyporhodium","3","8.802785","0.04706","0.02717","0.111169"
"664","Lycium yunnanense","3","5.670251","0.009803","0.00566","5.9e-05","Lycium yunnanense","3","6.980856","0.173355","0.100087","0.076889","Lycium yunnanense","3","7.153892","0.067184","0.038789","0.012702","Lycium yunnanense","3","9.000527","0.217694","0.125686","0.111169"
"665","Lycianthes peduncularis","6","5.672071","0.010764","0.004394","2.9e-05","Lycianthes peduncularis","6","6.535733","0.153966","0.062856","0.038445","Lycianthes peduncularis","6","7.523915","0.039549","0.016146","0.006351","Lycianthes peduncularis","6","8.065414","0.107521","0.043895","0.055584"
"666","Lycium decumbens","12","5.671123","0.00692","0.001998","1.5e-05","Lycium decumbens","12","4.358464","1.239323","0.357762","0.019222","Lycium decumbens","12","7.59371","0.074337","0.021459","0.003176","Lycium decumbens","12","6.089875","1.181913","0.341189","0.027792"
"667","Lycium tetrandrum","5","5.668942","0.004425","0.001979","3.5e-05","Lycium tetrandrum","5","4.282587","1.568696","0.701542","0.046134","Lycium tetrandrum","4","7.515481","0.19372","0.09686","0.009527","Lycium tetrandrum","4","5.636123","1.172101","0.586051","0.083376"
"668","Solanum rigescentoides","6","5.68067","0.005795","0.002366","2.9e-05","Solanum rigescentoides","6","5.418051","0.675962","0.27596","0.038445","Solanum rigescentoides","6","7.773539","0.031189","0.012733","0.006351","Solanum rigescentoides","6","6.727708","0.643506","0.26271","0.055584"
"669","Solanum kwebense","6","5.684596","0.002873","0.001173","2.9e-05","Solanum kwebense","6","6.043732","0.188658","0.077019","0.038445","Solanum kwebense","6","7.717405","0.075878","0.030977","0.006351","Solanum kwebense","6","7.567424","0.222509","0.090839","0.055584"
"670","Lycium villosum","8","5.676945","0.007193","0.002543","2.2e-05","Lycium villosum","8","5.258971","0.511323","0.18078","0.028834","Lycium villosum","8","7.830838","0.088004","0.031114","0.004763","Lycium villosum","8","6.623496","0.558321","0.197396","0.041688"
"671","Solanum pinnatisectum","5","5.675208","0.002839","0.00127","3.5e-05","Solanum pinnatisectum","5","6.530923","0.151391","0.067704","0.046134","Solanum pinnatisectum","5","7.537434","0.039926","0.017855","0.007621","Solanum pinnatisectum","5","8.176391","0.185538","0.082975","0.066701"
"672","Jaltomata sagastegui","1","5.663481",NA,NA,"0.000176","Jaltomata sagastegui","1","6.198479",NA,NA,"0.230668","Jaltomata sagastegui","1","7.309881",NA,NA,"0.038107","Jaltomata sagastegui","1","8.217169",NA,NA,"0.333506"
"673","Nolana lycioides","3","5.676694","0.00311","0.001796","5.9e-05","Nolana lycioides","3","1.50362","1.338453","0.772756","0.076889","Nolana lycioides","3","7.404393","0.051806","0.02991","0.012702","Nolana lycioides","3","4.349199","0.366523","0.211612","0.111169"
"674","Nolana scaposa","2","5.677609","0.000968","0.000684","8.8e-05","Nolana scaposa","2","0.346574","0.490129","0.346574","0.115334","Nolana scaposa","2","7.445806","0.04417","0.031233","0.019053","Nolana scaposa","2","4.096838","0.152529","0.107854","0.166753"
"675","Nolana chapiensis","1","5.658959",NA,NA,"0.000176","Nolana chapiensis","1","4.158883",NA,NA,"0.230668","Nolana chapiensis","1","7.607381",NA,NA,"0.038107","Nolana chapiensis","1","5.26269",NA,NA,"0.333506"
"676","Nolana chancoana","2","5.676924","0.001453","0.001027","8.8e-05","Nolana chancoana","2","0","0","0","0.115334","Nolana chancoana","2","7.430069","0.013421","0.00949","0.019053","Nolana chancoana","2","4.210781","0.073395","0.051898","0.166753"
"677","Nolana arequipensis","2","5.678977","0","0","8.8e-05","Nolana arequipensis","2","1.098612","0","0","0.115334","Nolana arequipensis","2","7.357237","0.000451","0.000319","0.019053","Nolana arequipensis","2","4.043051","0","0","0.166753"
"678","Iochroma cyaneum","9","5.669041","0.014402","0.004801","2e-05","Iochroma cyaneum","9","6.926579","0.456937","0.152312","0.02563","Iochroma cyaneum","9","7.238186","0.204571","0.06819","0.004234","Iochroma cyaneum","9","8.847466","0.5613","0.1871","0.037056"
"679","Nolana flaccida","1","5.671087",NA,NA,"0.000176","Nolana flaccida","1","2.833213",NA,NA,"0.230668","Nolana flaccida","1","7.643004",NA,NA,"0.038107","Nolana flaccida","1","3.7612",NA,NA,"0.333506"
"680","Lycianthes jelskii","2","5.65669","0.001729","0.001223","8.8e-05","Lycianthes jelskii","2","6.656817","0.353465","0.249937","0.115334","Lycianthes jelskii","2","7.236168","0.070744","0.050024","0.019053","Lycianthes jelskii","2","8.495392","0.685939","0.485032","0.166753"
"681","Nolana elegans","1","5.664522",NA,NA,"0.000176","Nolana elegans","1","3.367296",NA,NA,"0.230668","Nolana elegans","1","7.483807",NA,NA,"0.038107","Nolana elegans","1","3.912023",NA,NA,"0.333506"
"682","Jaltomata bernardelloana","1","5.643147",NA,NA,"0.000176","Jaltomata bernardelloana","1","6.934397",NA,NA,"0.230668","Jaltomata bernardelloana","1","7.127694",NA,NA,"0.038107","Jaltomata bernardelloana","1","8.935377",NA,NA,"0.333506"
"683","Lycium californicum","2","5.666767","0.004647","0.003286","8.8e-05","Lycium californicum","2","5.68794","0.397066","0.280768","0.115334","Lycium californicum","2","7.530541","0.22138","0.156539","0.019053","Lycium californicum","2","7.381218","0.145083","0.102589","0.166753"
"684","Solanum ensifolium","2","5.655709","0.020773","0.014689","8.8e-05","Solanum ensifolium","2","6.847498","0.36179","0.255824","0.115334","Solanum ensifolium","2","7.19176","0.284969","0.201504","0.019053","Solanum ensifolium","2","8.884226","0.683232","0.483118","0.166753"
"685","Lycium dasystemum","11","5.639143","0.01227","0.0037","1.6e-05","Lycium dasystemum","11","5.006447","1.102979","0.332561","0.02097","Lycium dasystemum","11","7.325177","0.118516","0.035734","0.003464","Lycium dasystemum","11","6.975696","1.011525","0.304986","0.030319"
"686","Lycium deserti","3","5.649847","0.019299","0.011142","5.9e-05","Lycium deserti","3","4.202844","2.403531","1.387679","0.076889","Lycium deserti","3","7.503692","0.231777","0.133817","0.012702","Lycium deserti","3","5.604458","2.969263","1.714305","0.111169"
"687","Nolana ramosissima","1","5.666946",NA,NA,"0.000176","Nolana ramosissima","1","2.197225",NA,NA,"0.230668","Nolana ramosissima","1","7.673223",NA,NA,"0.038107","Nolana ramosissima","1","4.174387",NA,NA,"0.333506"
"688","Schizanthus alpestris","8","5.647903","0.015326","0.005419","2.2e-05","Schizanthus alpestris","8","5.044799","0.641122","0.226671","0.028834","Schizanthus alpestris","8","7.356815","0.049364","0.017453","0.004763","Schizanthus alpestris","8","6.794649","0.657482","0.232455","0.041688"
"689","Jaltomata lezamae","2","5.656855","0.006423","0.004542","8.8e-05","Jaltomata lezamae","2","6.686847","0.208259","0.147261","0.115334","Jaltomata lezamae","2","7.198544","0.077678","0.054927","0.019053","Jaltomata lezamae","2","8.615135","0.430939","0.30472","0.166753"
"690","Schizanthus porrigens","6","5.661891","0.008094","0.003304","2.9e-05","Schizanthus porrigens","6","5.99279","0.313303","0.127905","0.038445","Schizanthus porrigens","6","7.289994","0.105691","0.043148","0.006351","Schizanthus porrigens","6","7.846884","0.246933","0.10081","0.055584"
"691","Physochlaina infundibularis","2","5.663134","0.001473","0.001042","8.8e-05","Physochlaina infundibularis","2","6.499194","0.249791","0.176629","0.115334","Physochlaina infundibularis","2","7.173337","0.04987","0.035263","0.019053","Physochlaina infundibularis","2","8.642192","0.349865","0.247392","0.166753"
"692","Schizanthus parvulus","1","5.653716",NA,NA,"0.000176","Schizanthus parvulus","1","5.429346",NA,NA,"0.230668","Schizanthus parvulus","1","7.387709",NA,NA,"0.038107","Schizanthus parvulus","1","7.080026",NA,NA,"0.333506"
